"No.","Time","Source","Destination","Protocol","Length","Info"
"11567","26.310450","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=586, FN=0, Flags=.......TC"
"11571","26.311518","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=588, FN=0, Flags=.......TC"
"11573","26.312577","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=568, FN=0, Flags=.......TC"
"11577","26.313662","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=589, FN=0, Flags=.......TC"
"11581","26.315558","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=587, FN=0, Flags=.......TC"
"11585","26.320801","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=569, FN=0, Flags=.......TC"
"11589","26.321887","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=588, FN=0, Flags=.......TC"
"11593","26.323207","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=590, FN=0, Flags=.......TC"
"11601","26.428305","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=591, FN=0, Flags=.......TC"
"11603","26.429500","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=570, FN=0, Flags=....R..TC"
"11607","26.430568","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=592, FN=0, Flags=.......TC"
"11609","26.431654","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=589, FN=0, Flags=....R..TC"
"11613","26.433252","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=593, FN=0, Flags=.......TC"
"11617","26.436354","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=594, FN=0, Flags=.......TC"
"11621","26.438267","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=571, FN=0, Flags=.......TC"
"11625","26.439974","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=590, FN=0, Flags=.......TC"
"11629","26.441942","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=595, FN=0, Flags=.......TC"
"11633","26.448049","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=572, FN=0, Flags=.......TC"
"11641","26.548406","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=573, FN=0, Flags=.......TC"
"11643","26.549465","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=591, FN=0, Flags=....R..TC"
"11645","26.550524","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=596, FN=0, Flags=....R..TC"
"11649","26.552140","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=592, FN=0, Flags=.......TC"
"11653","26.553226","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=597, FN=0, Flags=.......TC"
"11657","26.554284","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=593, FN=0, Flags=.......TC"
"11661","26.555352","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=574, FN=0, Flags=.......TC"
"11665","26.557887","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=598, FN=0, Flags=.......TC"
"11669","26.562653","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=594, FN=0, Flags=.......TC"
"11673","26.564216","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=575, FN=0, Flags=.......TC"
"11677","26.567875","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=599, FN=0, Flags=.......TC"
"11686","26.668396","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=595, FN=0, Flags=.......TC"
"11688","26.669463","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=576, FN=0, Flags=....R..TC"
"11692","26.670522","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=596, FN=0, Flags=.......TC"
"11694","26.671599","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=600, FN=0, Flags=....R..TC"
"11698","26.674709","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=577, FN=0, Flags=.......TC"
"11702","26.675777","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=597, FN=0, Flags=.......TC"
"11708","26.678369","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=601, FN=0, Flags=....R..TC"
"11712","26.683702","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=578, FN=0, Flags=.......TC"
"11716","26.688469","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=602, FN=0, Flags=.......TC"
"11724","26.788311","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=579, FN=0, Flags=.......TC"
"11726","26.789370","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=603, FN=0, Flags=.......TC"
"11730","26.790600","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=580, FN=0, Flags=.......TC"
"11732","26.791685","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=599, FN=0, Flags=.......TC"
"11736","26.793779","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=600, FN=0, Flags=.......TC"
"11740","26.796115","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=581, FN=0, Flags=.......TC"
"11744","26.798992","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=604, FN=0, Flags=.......TC"
"11750","26.800456","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=605, FN=0, Flags=.......TC"
"11754","26.801532","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=601, FN=0, Flags=.......TC"
"11756","26.802618","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=582, FN=0, Flags=.......TC"
"11764","26.908402","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=583, FN=0, Flags=.......TC"
"11766","26.909470","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=602, FN=0, Flags=....R..TC"
"11768","26.910546","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=606, FN=0, Flags=....R..TC"
"11772","26.911371","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=607, FN=0, Flags=.......TC"
"11778","26.912807","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=608, FN=0, Flags=.......TC"
"11780","26.913866","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=584, FN=0, Flags=.......TC"
"11784","26.916185","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=603, FN=0, Flags=.......TC"
"11788","26.918134","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=604, FN=0, Flags=.......TC"
"11792","26.921119","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=609, FN=0, Flags=.......TC"
"11796","26.922942","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=585, FN=0, Flags=.......TC"
"11800","26.927592","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=605, FN=0, Flags=.......TC"
"11808","27.028317","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=610, FN=0, Flags=.......TC"
"11810","27.029512","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=586, FN=0, Flags=....R..TC"
"11812","27.030579","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=606, FN=0, Flags=....R..TC"
"11816","27.031638","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=611, FN=0, Flags=.......TC"
"11820","27.031995","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=612, FN=0, Flags=.......TC"
"11824","27.033062","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=607, FN=0, Flags=.......TC"
"11832","27.037946","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=587, FN=0, Flags=.......TC"
"11834","27.039022","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=608, FN=0, Flags=.......TC"
"11838","27.040081","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=588, FN=0, Flags=.......TC"
"11842","27.041437","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=609, FN=0, Flags=.......TC"
"11850","27.148299","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=613, FN=0, Flags=.......TC"
"11852","27.149367","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=589, FN=0, Flags=.......TC"
"11854","27.150425","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=610, FN=0, Flags=.......TC"
"11858","27.151511","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=614, FN=0, Flags=.......TC"
"11862","27.152597","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=590, FN=0, Flags=.......TC"
"11866","27.154636","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=591, FN=0, Flags=.......TC"
"11870","27.157864","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=611, FN=0, Flags=.......TC"
"11874","27.158445","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=612, FN=0, Flags=.......TC"
"11878","27.160089","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=615, FN=0, Flags=.......TC"
"11882","27.161355","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=613, FN=0, Flags=.......TC"
"11886","27.162926","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=592, FN=0, Flags=.......TC"
"11894","27.268313","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=616, FN=0, Flags=.......TC"
"11896","27.269517","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=593, FN=0, Flags=....R..TC"
"11898","27.270621","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=614, FN=0, Flags=....R..TC"
"11902","27.273470","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=594, FN=0, Flags=.......TC"
"11906","27.278246","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=617, FN=0, Flags=.......TC"
"11914","27.280101","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=618, FN=0, Flags=.......TC"
"11922","27.388415","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=615, FN=0, Flags=.......TC"
"11924","27.389482","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=595, FN=0, Flags=....R..TC"
"11926","27.390559","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=619, FN=0, Flags=....R..TC"
"11930","27.393471","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=620, FN=0, Flags=.......TC"
"11934","27.396213","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=596, FN=0, Flags=.......TC"
"11940","27.398064","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=616, FN=0, Flags=.......TC"
"11942","27.399122","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=621, FN=0, Flags=.......TC"
"11946","27.402089","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=622, FN=0, Flags=.......TC"
"11950","27.403804","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=597, FN=0, Flags=.......TC"
"11954","27.407068","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=617, FN=0, Flags=.......TC"
"11962","27.508415","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=623, FN=0, Flags=.......TC"
"11964","27.509474","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=598, FN=0, Flags=....R..TC"
"11966","27.510541","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=618, FN=0, Flags=....R..TC"
"11970","27.512032","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=619, FN=0, Flags=.......TC"
"11974","27.517339","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=624, FN=0, Flags=.......TC"
"11978","27.518424","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=599, FN=0, Flags=.......TC"
"11982","27.519870","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=620, FN=0, Flags=.......TC"
"11986","27.524546","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=625, FN=0, Flags=.......TC"
"11990","27.525614","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=600, FN=0, Flags=.......TC"
"11998","27.628301","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=626, FN=0, Flags=.......TC"
"12000","27.629550","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=601, FN=0, Flags=....R..TC"
"12002","27.630608","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=621, FN=0, Flags=....R..TC"
"12006","27.631685","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=627, FN=0, Flags=.......TC"
"12012","27.634616","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=628, FN=0, Flags=.......TC"
"12014","27.635674","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=602, FN=0, Flags=.......TC"
"12018","27.636742","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=629, FN=0, Flags=.......TC"
"12022","27.640176","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=622, FN=0, Flags=.......TC"
"12026","27.643125","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=630, FN=0, Flags=.......TC"
"12030","27.645183","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=603, FN=0, Flags=.......TC"
"12038","27.748301","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=604, FN=0, Flags=.......TC"
"12040","27.749360","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=631, FN=0, Flags=.......TC"
"12042","27.750427","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=623, FN=0, Flags=.......TC"
"12046","27.752908","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=605, FN=0, Flags=.......TC"
"12050","27.756388","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=632, FN=0, Flags=.......TC"
"12054","27.758355","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=624, FN=0, Flags=.......TC"
"12058","27.760269","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=625, FN=0, Flags=.......TC"
"12062","27.761345","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=606, FN=0, Flags=.......TC"
"12066","27.764438","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=633, FN=0, Flags=.......TC"
"12074","27.868313","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=607, FN=0, Flags=.......TC"
"12076","27.869371","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=634, FN=0, Flags=.......TC"
"12078","27.870430","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=626, FN=0, Flags=.......TC"
"12082","27.871497","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=608, FN=0, Flags=.......TC"
"12086","27.873204","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=627, FN=0, Flags=.......TC"
"12090","27.874956","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=635, FN=0, Flags=.......TC"
"12094","27.876266","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=609, FN=0, Flags=.......TC"
"12101","27.883175","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=628, FN=0, Flags=.......TC"
"12105","27.884368","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=610, FN=0, Flags=.......TC"
